vehicle_id,company,region,brand,area_name,composite_name,generation_year,generation_sales_name,sales_geo_area,body_type,body_type_sales_name,model_code,version_year,version_sales_name,vehicle_platform,market_segment,type_name,type_code_,door_count,energy_type,steering_position_type,steering_box_type,power_transoutput_type,output_power_kw,output_power_hp,sales_horse_power_hp,capacity,feature_configuration,start_of_production_from,end_of_production_to,start_of_sales_from,end_of_sales_to,emission_standard,gross_vehicle_weight,co2_emission_from_kg,co2_emission_to_kg,power_train_type,drive_type,drive_type_sales_name,catalyst_type,voltage_type,gearbox,engine,brake_type,brake_disc_thickness,brake_outer_diameter,rim_measurement_type,suspension_type,wheel_suspension_type,wheel_count_type,brake_name,brake_system_type,engine_reference,additional_code_engine,engine_sales_name,catalogue_display_code,aspiration_type,aspiration_intercooler,gearbox_reference,additional_code_gearbox,gearbox_sales_name,source_url_1,source_url_2,source_url_3
4A2AIG0_2025,AUDI AG,DE,Audi,A6,A6 Limousine 40 TDI S tronic,2025,,,Limousine,,,,,,,40 TDI,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,150,204,,150 kW,,,,,,,"2,255 kg",135,157,,Vorderradantrieb,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2AIY0_2025,AUDI AG,DE,Audi,A6,A6 Limousine 40 TDI quattro S tronic,2025,,,Limousine,,,,,,,40 TDI quattro,,,,Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung,,,150,204,,150 kW,,,,,,,"2,325 kg",141,161,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2AJY0_2025,AUDI AG,DE,Audi,A6,A6 Limousine 45 TDI quattro S tronic,2025,,,Limousine,,,,,,,45 TDI quattro,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,180,245,,180 kW,,,,,,,"2,455 kg",161,181,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2A3G0_2025,AUDI AG,DE,Audi,A6,A6 Limousine 45 TFSI S tronic,2025,,,Limousine,,,,,,,45 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,195,265,,195 kW,,,,,,,"2,240 kg",157,180,,Vorderradantrieb,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2A3Y0_2025,AUDI AG,DE,Audi,A6,A6 Limousine 45 TFSI quattro S tronic,2025,,,Limousine,,,,,,,45 TFSI quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,195,265,,195 kW,,,,,,,"2,340 kg",166,186,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2ALA0_2025,AUDI AG,DE,Audi,A6,A6 Limousine 50 TDI quattro tiptronic,2025,,,Limousine,,,,,,,50 TDI quattro,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,210,286,,210 kW,,,,,,,"2,510 kg",165,181,,Permanenter Allradantrieb quattro mit selbstsperrendem Mittendifferenzial,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,8-Gang tiptronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2A2Y0_2025,AUDI AG,DE,Audi,A6,A6 Limousine 55 TFSI quattro S tronic,2025,,,Limousine,,,,,,,55 TFSI quattro,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,250,340,,250 kW,,,,,,,"2,400 kg",179,200,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2BDG0_2025,AUDI AG,DE,Audi,A6,A6 Limousine advanced 35 TDI S tronic,2025,,,Limousine,,,,,,,advanced 35 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,120,163,,120 kW,,,,,,,"2,255 kg",133,155,,Vorderradantrieb,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2BIG0_2025,AUDI AG,DE,Audi,A6,A6 Limousine advanced 40 TDI S tronic,2025,,,Limousine,,,,,,,advanced 40 TDI,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,150,204,,150 kW,,,,,,,"2,255 kg",135,157,,Vorderradantrieb,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2BIY0_2025,AUDI AG,DE,Audi,A6,A6 Limousine advanced 40 TDI quattro S tronic,2025,,,Limousine,,,,,,,advanced 40 TDI quattro,,,,Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung,,,150,204,,150 kW,,,,,,,"2,325 kg",142,161,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2BJY0_2025,AUDI AG,DE,Audi,A6,A6 Limousine advanced 45 TDI quattro S tronic,2025,,,Limousine,,,,,,,advanced 45 TDI quattro,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,180,245,,180 kW,,,,,,,"2,510 kg",161,181,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2B3G0_2025,AUDI AG,DE,Audi,A6,A6 Limousine advanced 45 TFSI S tronic,2025,,,Limousine,,,,,,,advanced 45 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,195,265,,195 kW,,,,,,,"2,240 kg",158,180,,Vorderradantrieb,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2B3Y0_2025,AUDI AG,DE,Audi,A6,A6 Limousine advanced 45 TFSI quattro S tronic,2025,,,Limousine,,,,,,,advanced 45 TFSI quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,195,265,,195 kW,,,,,,,"2,340 kg",167,186,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2BLA0_2025,AUDI AG,DE,Audi,A6,A6 Limousine advanced 50 TDI quattro tiptronic,2025,,,Limousine,,,,,,,advanced 50 TDI quattro,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,210,286,,210 kW,,,,,,,"2,510 kg",166,182,,Permanenter Allradantrieb quattro mit selbstsperrendem Mittendifferenzial,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,8-Gang tiptronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2B2Y0_2025,AUDI AG,DE,Audi,A6,A6 Limousine advanced 55 TFSI quattro S tronic,2025,,,Limousine,,,,,,,advanced 55 TFSI quattro,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,250,340,,250 kW,,,,,,,"2,400 kg",179,200,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2CDG0_2025,AUDI AG,DE,Audi,A6,A6 Limousine S line 35 TDI S tronic,2025,,,Limousine,,,,,,,S line 35 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,120,163,,120 kW,,,,,,,"2,255 kg",138,154,,Vorderradantrieb,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2CIG0_2025,AUDI AG,DE,Audi,A6,A6 Limousine S line 40 TDI S tronic,2025,,,Limousine,,,,,,,S line 40 TDI,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,150,204,,150 kW,,,,,,,"2,255 kg",140,157,,Vorderradantrieb,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2CIY0_2025,AUDI AG,DE,Audi,A6,A6 Limousine S line 40 TDI quattro S tronic,2025,,,Limousine,,,,,,,S line 40 TDI quattro,,,,Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung,,,150,204,,150 kW,,,,,,,"2,325 kg",146,161,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2CJY0_2025,AUDI AG,DE,Audi,A6,A6 Limousine S line 45 TDI quattro S tronic,2025,,,Limousine,,,,,,,S line 45 TDI quattro,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,180,245,,180 kW,,,,,,,"2,510 kg",166,180,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2C3G0_2025,AUDI AG,DE,Audi,A6,A6 Limousine S line 45 TFSI S tronic,2025,,,Limousine,,,,,,,S line 45 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,195,265,,195 kW,,,,,,,"2,240 kg",163,180,,Vorderradantrieb,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2C3Y0_2025,AUDI AG,DE,Audi,A6,A6 Limousine S line 45 TFSI quattro S tronic,2025,,,Limousine,,,,,,,S line 45 TFSI quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,195,265,,195 kW,,,,,,,"2,340 kg",171,186,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2CLA0_2025,AUDI AG,DE,Audi,A6,A6 Limousine S line 50 TDI quattro tiptronic,2025,,,Limousine,,,,,,,S line 50 TDI quattro,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,210,286,,210 kW,,,,,,,"2,510 kg",168,181,,Permanenter Allradantrieb quattro mit selbstsperrendem Mittendifferenzial,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,8-Gang tiptronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
4A2C2Y0_2025,AUDI AG,DE,Audi,A6,A6 Limousine S line 55 TFSI quattro S tronic,2025,,,Limousine,,,,,,,S line 55 TFSI quattro,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,250,340,,250 kW,,,,,,,"2,400 kg",184,199,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2ADG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-502.16.299280.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-502.16.299280.json
