vehicle_id,company,region,brand,area_name,composite_name,generation_year,generation_sales_name,sales_geo_area,body_type,body_type_sales_name,model_code,version_year,version_sales_name,vehicle_platform,market_segment,type_name,type_code_,door_count,energy_type,steering_position_type,steering_box_type,power_transoutput_type,output_power_kw,output_power_hp,sales_horse_power_hp,capacity,feature_configuration,start_of_production_from,end_of_production_to,start_of_sales_from,end_of_sales_to,emission_standard,seat_count,gross_vehicle_weight,co2_emission_from_kg,co2_emission_to_kg,power_train_type,drive_type,drive_type_sales_name,catalyst_type,voltage_type,gearbox,engine,brake_type,brake_disc_thickness,brake_outer_diameter,rim_measurement_type,suspension_type,wheel_suspension_type,wheel_count_type,brake_name,brake_system_type,engine_reference,additional_code_engine,engine_sales_name,catalogue_display_code,aspiration_type,aspiration_intercooler,gearbox_reference,additional_code_gearbox,gearbox_sales_name,source_url_1,source_url_2,source_url_3
8YJ0RG2_2025,AUDI AG,DE,Audi,A3,A3 allstreet 35 TDI S tronic,2025,,,allstreet,,,,,,,35 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,110,150,,110 ,,,,,,,,"1,960",131,141,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Ladeluftkühlung,,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-allstreet.engine_compare.8YJ0YG2_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-allstreet.modelsinfo.mv-552.57.546170.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-allstreet.carinfo.mv-552.57.546170.json
8YJ0YC2_2025,AUDI AG,DE,Audi,A3,A3 allstreet 35 TFSI Schaltgetriebe,2025,,,allstreet,,,,,,,35 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,110,150,,110 ,,,,,,,,"1,845",131,141,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,6-Gang-Handschaltgetriebe,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-allstreet.engine_compare.8YJ0YG2_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-allstreet.modelsinfo.mv-552.57.546170.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-allstreet.carinfo.mv-552.57.546170.json
8YJ0YG2_2025,AUDI AG,DE,Audi,A3,A3 allstreet 35 TFSI S tronic,2025,,,allstreet,,,,,,,35 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,110,150,,110 ,,,,,,,,"1,880",123,133,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-allstreet.engine_compare.8YJ0YG2_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-allstreet.modelsinfo.mv-552.57.546170.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-allstreet.carinfo.mv-552.57.546170.json
8YFADC1_2025,AUDI AG,DE,Audi,A3,A3 Sportback 30 TDI Schaltgetriebe,2025,,,Sportback,,,,,,,30 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,85,116,,85 ,,,,,,,,"1,905",117,127,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung,,,,,,6-Gang-Handschaltgetriebe,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.engine_compare.8YFAYG1_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.modelsinfo.mv-552.66.569424.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.carinfo.mv-552.66.569424.json
8YFANC1_2025,AUDI AG,DE,Audi,A3,A3 Sportback 30 TFSI Schaltgetriebe,2025,,,Sportback,,,,,,,30 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,85,116,,85 ,,,,,,,,"1,830",126,137,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,6-Gang-Handschaltgetriebe,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.engine_compare.8YFAYG1_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.modelsinfo.mv-552.66.569424.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.carinfo.mv-552.66.569424.json
8YFANG1_2025,AUDI AG,DE,Audi,A3,A3 Sportback 30 TFSI S tronic,2025,,,Sportback,,,,,,,30 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,85,116,,85 ,,,,,,,,"1,865",120,131,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.engine_compare.8YFAYG1_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.modelsinfo.mv-552.66.569424.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.carinfo.mv-552.66.569424.json
8YFARG1_2025,AUDI AG,DE,Audi,A3,A3 Sportback 35 TDI S tronic,2025,,,Sportback,,,,,,,35 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,110,150,,110 ,,,,,,,,"1,960",126,139,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung,,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.engine_compare.8YFAYG1_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.modelsinfo.mv-552.66.569424.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.carinfo.mv-552.66.569424.json
8YFAYC1_2025,AUDI AG,DE,Audi,A3,A3 Sportback 35 TFSI Schaltgetriebe,2025,,,Sportback,,,,,,,35 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,110,150,,110 ,,,,,,,,"1,845",126,139,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,6-Gang-Handschaltgetriebe,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.engine_compare.8YFAYG1_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.modelsinfo.mv-552.66.569424.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.carinfo.mv-552.66.569424.json
8YFAYG1_2025,AUDI AG,DE,Audi,A3,A3 Sportback 35 TFSI S tronic,2025,,,Sportback,,,,,,,35 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,110,150,,110 ,,,,,,,,"1,880",119,132,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.engine_compare.8YFAYG1_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.modelsinfo.mv-552.66.569424.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.carinfo.mv-552.66.569424.json
8YFBDC1_2025,AUDI AG,DE,Audi,A3,A3 Sportback advanced 30 TDI Schaltgetriebe,2025,,,Sportback,,,,,,,advanced 30 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,85,116,,85 ,,,,,,,,"1,905",117,127,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung,,,,,,6-Gang-Handschaltgetriebe,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.engine_compare.8YFAYG1_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.modelsinfo.mv-552.66.569424.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.carinfo.mv-552.66.569424.json
8YFBNC1_2025,AUDI AG,DE,Audi,A3,A3 Sportback advanced 30 TFSI Schaltgetriebe,2025,,,Sportback,,,,,,,advanced 30 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,85,116,,85 ,,,,,,,,"1,830",126,137,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,6-Gang-Handschaltgetriebe,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.engine_compare.8YFAYG1_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.modelsinfo.mv-552.66.569424.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.carinfo.mv-552.66.569424.json
8YFBNG1_2025,AUDI AG,DE,Audi,A3,A3 Sportback advanced 30 TFSI S tronic,2025,,,Sportback,,,,,,,advanced 30 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,85,116,,85 ,,,,,,,,"1,865",120,131,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.engine_compare.8YFAYG1_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.modelsinfo.mv-552.66.569424.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.carinfo.mv-552.66.569424.json
8YFBRG1_2025,AUDI AG,DE,Audi,A3,A3 Sportback advanced 35 TDI S tronic,2025,,,Sportback,,,,,,,advanced 35 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,110,150,,110 ,,,,,,,,"1,960",127,139,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung,,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.engine_compare.8YFAYG1_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.modelsinfo.mv-552.66.569424.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.carinfo.mv-552.66.569424.json
8YFBYC1_2025,AUDI AG,DE,Audi,A3,A3 Sportback advanced 35 TFSI Schaltgetriebe,2025,,,Sportback,,,,,,,advanced 35 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,110,150,,110 ,,,,,,,,"1,845",127,139,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,6-Gang-Handschaltgetriebe,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.engine_compare.8YFAYG1_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.modelsinfo.mv-552.66.569424.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.carinfo.mv-552.66.569424.json
8YFBYG1_2025,AUDI AG,DE,Audi,A3,A3 Sportback advanced 35 TFSI S tronic,2025,,,Sportback,,,,,,,advanced 35 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,110,150,,110 ,,,,,,,,"1,880",120,132,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.engine_compare.8YFAYG1_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.modelsinfo.mv-552.66.569424.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.carinfo.mv-552.66.569424.json
8YFCDC1_2025,AUDI AG,DE,Audi,A3,A3 Sportback S line 30 TDI Schaltgetriebe,2025,,,Sportback,,,,,,,S line 30 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,85,116,,85 ,,,,,,,,"1,905",118,128,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung,,,,,,6-Gang-Handschaltgetriebe,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.engine_compare.8YFAYG1_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.modelsinfo.mv-552.66.569424.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.carinfo.mv-552.66.569424.json
8YFCNC1_2025,AUDI AG,DE,Audi,A3,A3 Sportback S line 30 TFSI Schaltgetriebe,2025,,,Sportback,,,,,,,S line 30 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,85,116,,85 ,,,,,,,,"1,830",128,139,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,6-Gang-Handschaltgetriebe,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.engine_compare.8YFAYG1_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.modelsinfo.mv-552.66.569424.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.carinfo.mv-552.66.569424.json
8YFCNG1_2025,AUDI AG,DE,Audi,A3,A3 Sportback S line 30 TFSI S tronic,2025,,,Sportback,,,,,,,S line 30 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,85,116,,85 ,,,,,,,,"1,865",121,133,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.engine_compare.8YFAYG1_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.modelsinfo.mv-552.66.569424.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.carinfo.mv-552.66.569424.json
8YFCRG1_2025,AUDI AG,DE,Audi,A3,A3 Sportback S line 35 TDI S tronic,2025,,,Sportback,,,,,,,S line 35 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,110,150,,110 ,,,,,,,,"1,960",128,140,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung,,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.engine_compare.8YFAYG1_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.modelsinfo.mv-552.66.569424.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.carinfo.mv-552.66.569424.json
8YFCYC1_2025,AUDI AG,DE,Audi,A3,A3 Sportback S line 35 TFSI Schaltgetriebe,2025,,,Sportback,,,,,,,S line 35 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,110,150,,110 ,,,,,,,,"1,845",128,141,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,6-Gang-Handschaltgetriebe,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.engine_compare.8YFAYG1_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.modelsinfo.mv-552.66.569424.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.carinfo.mv-552.66.569424.json
8YFCYG1_2025,AUDI AG,DE,Audi,A3,A3 Sportback S line 35 TFSI S tronic,2025,,,Sportback,,,,,,,S line 35 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,1 m",,,110,150,,110 ,,,,,,,,"1,880",121,133,,Vorderradantrieb,,,,,,"Diagonal-2-Kreis Bremssystem mit ESC/ABS/EBV, Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.engine_compare.8YFAYG1_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.modelsinfo.mv-552.66.569424.json,https://www.audi.de/de/brand/de/neuwagen/a3/a3-sportback.carinfo.mv-552.66.569424.json
8WDRXA0_2025,AUDI AG,DE,Audi,RS 4,RS 4 Avant TFSI quattro tiptronic,2025,,,Avant,,,,,,,RS 4 Avant,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,7 m",,,331,450,,331 ,,,,,,,,"2,350",219,229,,Permanenter Allradantrieb quattro mit selbstsperrendem Mittendifferenzial,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,8-Gang tiptronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/rs-4-avant.engine_infolayer.8WDRXA0_2025.html,https://www.audi.de/de/brand/de/neuwagen/a4/rs-4-avant.modelsinfo.mv-552.13.891656.json,https://www.audi.de/de/brand/de/neuwagen/a4/rs-4-avant.carinfo.mv-552.13.891656.json
4A2SPA0_2025,AUDI AG,DE,Audi,S6,S6 Limousine TDI  TDI quattro tiptronic,2025,,,Limousine TDI ,,,,,,,S6 Limousine  TDI,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,253,344,,253 ,,,,,,,,"2,590",182,191,,Permanenter Allradantrieb quattro mit selbstsperrendem Mittendifferenzial,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,8-Gang tiptronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/s6-limousine.engine_infolayer.4A2SPA0_2025.html,https://www.audi.de/de/brand/de/neuwagen/a6/s6-limousine.modelsinfo.mv-552.20.251690.json,https://www.audi.de/de/brand/de/neuwagen/a6/s6-limousine.carinfo.mv-552.20.251690.json
4NC04A0EB3_2025,AUDI AG,DE,Audi,A8,A8   50 TDI quattro tiptronic,2025,,, ,,,,,,,50 TDI quattro,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,5 m",,,210,286,,210 ,,,,,,,,"2,710",,,,Permanenter Allradantrieb quattro mit selbstsperrendem Mittendifferenzial,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,8-Gang tiptronic,,,https://www.audi.de/de/brand/de/neuwagen/a8/a8.engine_compare.4NC04A0EB3_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a8/a8.modelsinfo.mv-552.16.748791.json,https://www.audi.de/de/brand/de/neuwagen/a8/a8.carinfo.mv-552.16.748791.json
4NC0DA0EB3_2025,AUDI AG,DE,Audi,A8,A8   55 TFSI quattro tiptronic,2025,,, ,,,,,,,55 TFSI quattro,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,5 m",,,250,340,,250 ,,,,,,,,"2,710",205,226,,Permanenter Allradantrieb quattro mit selbstsperrendem Mittendifferenzial,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,8-Gang tiptronic,,,https://www.audi.de/de/brand/de/neuwagen/a8/a8.engine_compare.4NC04A0EB3_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a8/a8.modelsinfo.mv-552.16.748791.json,https://www.audi.de/de/brand/de/neuwagen/a8/a8.carinfo.mv-552.16.748791.json
